incident_id,cloud_provider,region,service,service_subtype,start_time,end_time,duration_minutes,severity,status,root_cause_category,root_cause_description,number_of_customers_affected,estimated_revenue_loss_usd,sla_violation,region_impact_score,service_impact_score,ticket_count,ticket_response_time_minutes,ticket_resolution_time_minutes,monitoring_alerts_triggered,detection_method,mitigation_action,number_of_engineers_involved,engineer_response_time_minutes,communication_channels_used,public_status_page_updated,status_page_update_count,user_feedback_score,post_mortem_completed,post_mortem_link,is_recurrent_issue,previous_incident_id,external_factors,scheduled_maintenance_conflict,patch_applied,system_load_before_outage,system_load_after_outage,backup_system_triggered,notes
7890f3f3-3c27-4f98-903e-e386e3ee65b5,Oracle,us-east-1,AI/ML,EC2,2025-12-30 10:18:10.022837,2025-12-30 11:14:10.022837,56,Low,Investigating,Hardware,Simulated cause for ML,92466,306563.86,No,64,3,26,47,291,1,Customer Report,Patch,10,29,Email,No,5,3,No,,No,,DDoS,No,Yes,65,28,Yes,Simulated note
6a25e9e5-c2db-4f6a-8b15-a84c51387736,Oracle,us-east-1,Networking,RDS,2025-05-16 10:18:10.022873,2025-05-16 11:34:10.022873,76,Medium,Monitoring,Unknown,Simulated cause for ML,97963,338882.16,No,78,69,6,35,46,13,Customer Report,Scale Up,10,22,Email,No,0,2,Yes,,Yes,,Vendor,Yes,No,61,14,Yes,Simulated note
61485551-4dca-493c-8bc9-3ad48dfec5e1,GCP,europe-west2,Database,Lambda,2025-12-10 10:18:10.022900,2025-12-10 16:41:10.022900,383,Critical,Investigating,Software,Simulated cause for ML,17293,477660.26,Yes,56,60,47,40,405,13,Automated Monitoring,Rollback,2,42,Email,No,0,3,No,,Yes,,Vendor,No,Yes,25,68,Yes,Simulated note
4be10c7b-61fc-4175-ae1e-030e5c9ba3cc,AWS,us-east-1,AI/ML,EC2,2025-05-04 10:18:10.022924,2025-05-04 21:10:10.022924,652,Critical,Resolved,Hardware,Simulated cause for ML,52073,472573.63,Yes,40,31,9,17,183,15,Alert,Scale Up,5,39,Slack,Yes,4,3,Yes,,Yes,,Vendor,Yes,No,44,79,Yes,Simulated note
0c470e09-75a5-4b90-bb3a-e9a73234cc4c,GCP,asia-southeast1,AI/ML,EC2,2025-09-01 10:18:10.022951,2025-09-01 18:07:10.022951,469,Critical,Investigating,Human Error,Simulated cause for ML,31552,774734.07,Yes,21,59,11,60,158,20,Automated Monitoring,Scale Up,9,33,Email,No,1,4,Yes,,No,,None,Yes,No,89,94,No,Simulated note
81bde50d-d9ef-420c-9209-e6a7bb1e15a5,AWS,europe-west2,Storage,Lambda,2025-03-15 10:18:10.022986,2025-03-15 15:37:10.022986,319,Low,Investigating,Human Error,Simulated cause for ML,60356,276342.7,No,59,31,21,38,342,12,Automated Monitoring,Patch,9,28,Email,No,1,1,No,,No,,Vendor,No,Yes,79,69,No,Simulated note
c90a0f1d-2c9d-4b73-9bce-347228eae3fe,Oracle,europe-west2,Compute,Lambda,2025-03-30 10:18:10.023030,2025-03-30 18:18:10.023030,480,Medium,Monitoring,Network,Simulated cause for ML,18394,266002.08,Yes,39,73,17,37,358,13,Customer Report,Restart,8,17,Slack,Yes,5,1,Yes,,Yes,,Weather,Yes,No,59,44,Yes,Simulated note
122759e8-ff9a-48b5-a271-fe455c58f6dd,Oracle,us-east-1,AI/ML,S3,2025-02-26 10:18:10.023066,2025-02-26 20:17:10.023066,599,Critical,Resolved,Human Error,Simulated cause for ML,69682,31753.9,Yes,16,14,99,58,49,16,Customer Report,Scale Up,10,36,PagerDuty,No,2,5,Yes,,No,,Weather,Yes,Yes,55,13,No,Simulated note
28544a6e-72bd-4968-805e-56f88ee0f82c,Azure,europe-west2,Compute,Lambda,2025-08-08 10:18:10.023098,2025-08-08 15:05:10.023098,287,Medium,Investigating,Hardware,Simulated cause for ML,34751,133903.02,Yes,95,22,2,21,241,12,Customer Report,Scale Up,4,11,SMS,Yes,3,5,Yes,,Yes,,DDoS,Yes,Yes,14,97,Yes,Simulated note
ed68353e-c949-4025-8fe4-2138a63b0e19,Azure,us-west-2,Compute,S3,2025-11-02 10:18:10.023128,2025-11-02 15:38:10.023128,320,Low,Monitoring,Unknown,Simulated cause for ML,93619,690749.38,No,98,7,12,10,424,15,Automated Monitoring,Patch,2,24,SMS,No,2,1,Yes,,Yes,,DDoS,Yes,Yes,29,61,Yes,Simulated note
b0776db1-9629-4847-b02d-4c22d4e2f80f,IBM,europe-west2,Storage,Cloud Functions,2025-10-12 10:18:10.023154,2025-10-12 22:18:10.023154,720,Low,Resolved,Network,Simulated cause for ML,20879,450103.3,Yes,95,58,76,21,414,1,Alert,Patch,1,47,PagerDuty,Yes,0,3,Yes,,Yes,,DDoS,Yes,No,87,60,Yes,Simulated note
3bf3d6ac-a940-4319-b770-92beadf98475,Oracle,us-west-2,Database,RDS,2025-11-12 10:18:10.023183,2025-11-12 17:01:10.023183,403,Medium,Monitoring,Unknown,Simulated cause for ML,45514,248834.39,Yes,9,22,3,30,428,20,Customer Report,Restart,8,17,PagerDuty,No,3,1,Yes,,Yes,,Weather,No,Yes,65,64,No,Simulated note
15fe0be9-04b7-4433-82e9-d12f3be85539,Oracle,europe-west2,AI/ML,S3,2025-11-07 10:18:10.023213,2025-11-07 20:35:10.023213,617,Medium,Investigating,Security,Simulated cause for ML,38768,764064.33,No,28,68,19,46,271,18,Customer Report,Scale Up,3,31,Email,No,4,3,No,,Yes,,Weather,No,No,12,76,No,Simulated note
34e24644-bbd1-4387-afb8-320d76b2ac5e,IBM,us-east-1,Database,BigQuery,2025-12-06 10:18:10.023237,2025-12-06 18:41:10.023237,503,Low,Investigating,Human Error,Simulated cause for ML,72283,283935.25,No,47,39,42,43,107,4,Customer Report,Scale Up,4,36,Slack,No,1,1,No,,Yes,,Weather,No,Yes,13,50,Yes,Simulated note
df11c93b-ecd5-4e04-980f-959e21176d79,Azure,europe-west2,Storage,VPC,2025-09-14 10:18:10.023264,2025-09-14 18:31:10.023264,493,High,Monitoring,Human Error,Simulated cause for ML,34024,302427.23,Yes,40,7,32,16,461,18,Automated Monitoring,Scale Up,2,32,Email,No,3,1,No,,No,,Weather,No,No,60,46,No,Simulated note
794a184a-4835-4eae-b07b-87af110ac571,GCP,us-west-2,AI/ML,Lambda,2025-04-07 10:18:10.023289,2025-04-07 15:54:10.023289,336,Critical,Monitoring,Unknown,Simulated cause for ML,11072,354546.06,No,99,43,86,37,313,1,Alert,Rollback,3,54,PagerDuty,No,5,1,Yes,,Yes,,Vendor,Yes,Yes,49,31,No,Simulated note
ae5eaf0a-0666-46e4-a4d4-d98dca529ea6,IBM,europe-west2,Networking,RDS,2025-03-31 10:18:10.023313,2025-03-31 14:38:10.023313,260,High,Investigating,Hardware,Simulated cause for ML,32121,558229.43,Yes,76,9,80,26,121,8,Alert,Patch,4,11,Slack,No,1,2,No,,Yes,,Weather,No,Yes,70,43,No,Simulated note
e5ea24f8-8775-4ae3-8007-e4ee8b96472c,Azure,europe-west2,Storage,S3,2025-06-03 10:18:10.023344,2025-06-03 20:42:10.023344,624,Medium,Resolved,Security,Simulated cause for ML,95284,926916.25,Yes,84,19,83,50,422,13,Automated Monitoring,Restart,7,26,Email,No,1,2,Yes,,Yes,,DDoS,Yes,No,57,82,Yes,Simulated note
bc53b4de-ce79-4c5d-b2bb-3c4ccc834a0e,Azure,asia-southeast1,Storage,EC2,2025-05-26 10:18:10.023369,2025-05-26 13:30:10.023369,192,Critical,Resolved,Human Error,Simulated cause for ML,49431,484274.83,No,81,47,6,37,75,4,Automated Monitoring,Rollback,7,37,SMS,No,4,4,No,,Yes,,DDoS,Yes,No,87,23,No,Simulated note
cf637354-5d53-443a-9e84-b6235b6a70d8,GCP,asia-southeast1,Database,VPC,2025-11-17 10:18:10.023399,2025-11-17 16:34:10.023399,376,Low,Monitoring,Security,Simulated cause for ML,48777,441215.77,No,61,61,43,23,411,8,Customer Report,Restart,4,44,Email,Yes,5,5,No,,No,,DDoS,Yes,No,17,24,Yes,Simulated note
9d8117ac-e132-4bb5-b370-c1bea9a6d1fb,Azure,us-west-2,Database,BigQuery,2025-05-23 10:18:10.023430,2025-05-23 19:36:10.023430,558,Low,Investigating,Hardware,Simulated cause for ML,58050,889776.35,Yes,82,7,11,45,470,19,Alert,Patch,3,20,SMS,No,5,3,Yes,,Yes,,DDoS,Yes,No,26,12,No,Simulated note
9833eb23-1a9d-4bd3-ace4-d704cb0e9212,GCP,europe-west2,Database,BigQuery,2025-12-21 10:18:10.023462,2025-12-21 20:57:10.023462,639,Medium,Investigating,Hardware,Simulated cause for ML,59191,494237.97,No,39,98,3,10,156,14,Alert,Patch,5,16,PagerDuty,Yes,0,4,No,,Yes,,DDoS,No,Yes,66,15,No,Simulated note
0ae8ace5-e0b0-4863-a189-db73bbc1f00b,Azure,us-east-1,AI/ML,EC2,2025-12-24 10:18:10.023493,2025-12-24 13:14:10.023493,176,Medium,Resolved,Network,Simulated cause for ML,19148,341805.73,No,46,41,25,22,103,5,Customer Report,Restart,2,28,Slack,Yes,0,5,Yes,,Yes,,Vendor,No,No,83,100,No,Simulated note
222fa98f-7e45-4027-8062-c052186dbe1b,Azure,europe-west2,Networking,EC2,2025-05-16 10:18:10.023524,2025-05-16 20:14:10.023524,596,Medium,Resolved,Network,Simulated cause for ML,11376,698990.54,No,5,9,18,52,465,14,Automated Monitoring,Restart,2,6,SMS,Yes,2,3,Yes,,Yes,,Weather,No,No,69,68,No,Simulated note
f0623a26-52ec-4f1a-83b9-a9382f6ba13d,GCP,asia-southeast1,Compute,VPC,2025-05-20 10:18:10.023562,2025-05-20 17:22:10.023562,424,Low,Monitoring,Hardware,Simulated cause for ML,41594,538325.43,Yes,98,99,18,31,408,6,Alert,Restart,8,50,SMS,Yes,4,3,No,,Yes,,None,No,No,93,73,No,Simulated note
9a9358ae-d494-4159-bc7a-c6515c877c4a,IBM,asia-southeast1,AI/ML,BigQuery,2025-06-18 10:18:10.023605,2025-06-18 12:47:10.023605,149,Critical,Investigating,Unknown,Simulated cause for ML,37595,615295.09,No,46,82,2,38,216,6,Customer Report,Restart,8,58,SMS,Yes,4,5,Yes,,No,,DDoS,No,Yes,88,67,Yes,Simulated note
6e18680d-3879-4e13-920c-a46a42d1d358,GCP,europe-west2,Database,RDS,2025-03-21 10:18:10.023639,2025-03-21 13:02:10.023639,164,Low,Resolved,Human Error,Simulated cause for ML,81156,350212.33,No,82,90,22,36,211,2,Customer Report,Restart,10,13,Slack,No,0,1,Yes,,No,,Vendor,Yes,Yes,29,95,No,Simulated note
658999c2-f6fa-4eca-92ce-41922dc4ecc7,GCP,asia-southeast1,Storage,EC2,2025-08-06 10:18:10.023673,2025-08-06 16:02:10.023673,344,Critical,Investigating,Hardware,Simulated cause for ML,78829,364852.3,No,33,80,14,35,286,1,Customer Report,Patch,9,48,SMS,No,5,3,Yes,,Yes,,Weather,Yes,Yes,25,72,Yes,Simulated note
891ae65b-5d9f-450c-9d99-6dbfd98130cc,GCP,asia-southeast1,Storage,RDS,2025-07-30 10:18:10.023702,2025-07-30 17:28:10.023702,430,Low,Investigating,Network,Simulated cause for ML,42586,830973.65,No,88,14,45,37,75,18,Customer Report,Patch,5,56,Email,Yes,1,1,No,,No,,Vendor,Yes,Yes,44,31,Yes,Simulated note
54e9c5c9-860b-4972-8de4-8a61d6963eb8,AWS,asia-southeast1,Database,BigQuery,2025-11-20 10:18:10.023725,2025-11-20 12:44:10.023725,146,Critical,Resolved,Software,Simulated cause for ML,71130,217947.66,No,24,24,70,58,412,7,Automated Monitoring,Scale Up,9,17,Slack,No,3,5,Yes,,Yes,,DDoS,No,Yes,60,12,Yes,Simulated note
35a1fd16-54e6-48e8-b6f6-f60521237fd9,IBM,us-west-2,Storage,Cloud Functions,2025-08-08 10:18:10.023781,2025-08-08 14:41:10.023781,263,Critical,Resolved,Hardware,Simulated cause for ML,15939,740868.06,Yes,81,14,26,56,147,12,Automated Monitoring,Patch,2,39,SMS,No,4,4,Yes,,Yes,,Vendor,Yes,Yes,27,51,Yes,Simulated note
c3fed091-0566-4624-a163-c8d1efd4ff21,GCP,europe-west2,Storage,BigQuery,2025-06-05 10:18:10.023813,2025-06-05 10:28:10.023813,10,High,Investigating,Network,Simulated cause for ML,16732,44085.18,No,11,52,75,26,435,9,Customer Report,Restart,2,39,PagerDuty,Yes,3,5,No,,Yes,,None,No,No,35,55,No,Simulated note
6f447126-7aa4-42b8-a7f3-9e8b288de28e,AWS,europe-west2,Compute,BigQuery,2026-02-05 10:18:10.023844,2026-02-05 13:55:10.023844,217,Medium,Investigating,Software,Simulated cause for ML,56384,612137.71,Yes,20,61,54,54,303,2,Customer Report,Patch,2,7,SMS,No,5,5,No,,Yes,,Vendor,Yes,Yes,53,57,Yes,Simulated note
a1ab0cf2-5956-49f8-bc02-1b3aca11b40e,GCP,us-west-2,Networking,BigQuery,2025-03-26 10:18:10.023884,2025-03-26 16:33:10.023884,375,High,Monitoring,Software,Simulated cause for ML,55815,333173.57,No,70,79,67,13,397,14,Alert,Rollback,4,51,SMS,No,1,3,No,,No,,None,No,No,58,23,No,Simulated note
1a304322-268d-46e9-be68-9337053750d4,GCP,europe-west2,Compute,Lambda,2025-09-16 10:18:10.023912,2025-09-16 13:55:10.023912,217,Low,Resolved,Security,Simulated cause for ML,89740,172721.0,Yes,100,17,61,49,471,18,Alert,Restart,9,31,SMS,Yes,3,4,Yes,,Yes,,None,Yes,No,56,86,No,Simulated note
d453f21f-3b2d-4466-a21c-c357d6bf63f5,GCP,asia-southeast1,Networking,EC2,2025-10-18 10:18:10.023934,2025-10-18 15:18:10.023934,300,Critical,Monitoring,Software,Simulated cause for ML,52086,351810.69,No,87,10,4,53,396,3,Automated Monitoring,Patch,5,23,SMS,Yes,2,4,Yes,,No,,Weather,No,No,22,30,No,Simulated note
e6713c64-d3f4-40f7-8f39-8b207fcc5886,GCP,us-east-1,Storage,S3,2025-07-28 10:18:10.023970,2025-07-28 17:06:10.023970,408,Low,Resolved,Unknown,Simulated cause for ML,62337,201041.15,Yes,83,2,92,17,255,5,Alert,Rollback,9,12,Email,Yes,1,2,No,,Yes,,Weather,Yes,Yes,92,16,Yes,Simulated note
a8f14123-2fc1-4a6b-9304-25e59cf0da5c,GCP,asia-southeast1,Storage,Lambda,2025-06-24 10:18:10.024012,2025-06-24 17:26:10.024012,428,High,Resolved,Unknown,Simulated cause for ML,47262,662173.34,Yes,30,94,85,55,358,19,Customer Report,Rollback,6,42,Slack,No,5,3,No,,No,,DDoS,No,Yes,39,91,Yes,Simulated note
dc1ff3cb-633f-4dfd-988d-1eafbd275e9e,GCP,us-west-2,Networking,S3,2025-02-12 10:18:10.024041,2025-02-12 16:03:10.024041,345,Low,Resolved,Human Error,Simulated cause for ML,22902,784100.39,No,57,1,23,23,287,18,Automated Monitoring,Rollback,1,41,Slack,No,2,5,No,,No,,DDoS,No,No,95,78,Yes,Simulated note
18cf28c4-a577-4013-b709-eaea06a106c5,Oracle,asia-southeast1,AI/ML,Lambda,2025-12-10 10:18:10.024062,2025-12-10 14:16:10.024062,238,Critical,Resolved,Human Error,Simulated cause for ML,46795,105116.15,Yes,36,97,60,48,199,12,Customer Report,Scale Up,9,47,Email,Yes,3,5,Yes,,Yes,,Weather,No,Yes,44,30,No,Simulated note
8211e4ab-1614-4975-aafa-b04c8e38c95c,IBM,us-east-1,Database,S3,2025-07-29 10:18:10.024090,2025-07-29 12:59:10.024090,161,Low,Investigating,Hardware,Simulated cause for ML,88733,977183.72,Yes,11,72,90,38,215,18,Customer Report,Restart,9,9,Email,Yes,0,4,Yes,,Yes,,DDoS,Yes,Yes,29,13,Yes,Simulated note
4f333ffc-d6c7-4934-819e-a3923805dff2,GCP,us-west-2,AI/ML,RDS,2025-05-27 10:18:10.024125,2025-05-27 21:30:10.024125,672,High,Investigating,Human Error,Simulated cause for ML,58572,970582.31,No,4,23,42,13,62,6,Alert,Patch,5,17,Email,No,0,5,Yes,,No,,DDoS,No,Yes,11,47,Yes,Simulated note
06c44b11-dc7e-464b-bb81-902083322e96,Oracle,us-east-1,Storage,Lambda,2025-05-14 10:18:10.024155,2025-05-14 17:34:10.024155,436,Critical,Resolved,Human Error,Simulated cause for ML,58771,668790.73,Yes,77,81,40,23,79,17,Customer Report,Restart,2,19,PagerDuty,Yes,5,1,Yes,,No,,Vendor,Yes,No,100,81,No,Simulated note
e419d4db-a781-4238-951f-513b63770f08,IBM,europe-west2,Networking,EC2,2025-12-14 10:18:10.024177,2025-12-14 21:14:10.024177,656,Medium,Resolved,Human Error,Simulated cause for ML,17629,790381.73,No,64,18,60,28,106,8,Customer Report,Restart,6,15,SMS,Yes,1,2,Yes,,Yes,,None,Yes,Yes,55,88,Yes,Simulated note
a0961573-0ef6-4141-92be-11b6511de424,GCP,us-west-2,Compute,EC2,2025-11-06 10:18:10.024203,2025-11-06 11:27:10.024203,69,High,Resolved,Unknown,Simulated cause for ML,21431,50269.69,No,38,64,24,24,253,15,Customer Report,Restart,4,25,Slack,No,5,2,Yes,,No,,Weather,No,No,52,13,Yes,Simulated note
983c646d-281a-40e0-991d-0e23eccd2cfa,AWS,asia-southeast1,Compute,Cloud Functions,2025-08-07 10:18:10.024230,2025-08-07 18:23:10.024230,485,Medium,Resolved,Security,Simulated cause for ML,14037,96442.79,No,8,51,57,31,92,2,Alert,Patch,10,56,Email,No,3,1,No,,No,,Vendor,Yes,No,82,47,Yes,Simulated note
e263edfd-db10-452f-807d-d6951ddeec63,AWS,us-east-1,Networking,Cloud Functions,2025-02-18 10:18:10.024257,2025-02-18 12:11:10.024257,113,Low,Investigating,Network,Simulated cause for ML,32566,774347.34,Yes,100,38,95,22,252,5,Alert,Rollback,7,40,SMS,Yes,3,1,No,,No,,None,Yes,No,76,72,No,Simulated note
bcf6a2fb-86e8-41c8-8e88-2c4e4ae847c9,Oracle,asia-southeast1,Database,Lambda,2025-11-03 10:18:10.024285,2025-11-03 12:19:10.024285,121,High,Resolved,Hardware,Simulated cause for ML,95081,241225.23,Yes,43,90,80,9,247,6,Automated Monitoring,Scale Up,6,27,Email,Yes,1,1,No,,No,,DDoS,Yes,Yes,93,44,Yes,Simulated note
d3f379b8-8eaa-49c7-a0da-cbbf4007d007,AWS,asia-southeast1,Database,S3,2025-10-03 10:18:10.024311,2025-10-03 10:49:10.024311,31,High,Monitoring,Software,Simulated cause for ML,21163,56903.98,No,38,73,52,35,68,2,Alert,Restart,1,15,Slack,No,2,2,Yes,,Yes,,None,Yes,No,91,69,No,Simulated note
d802092c-edc3-4409-80bf-78d400677379,IBM,europe-west2,Compute,BigQuery,2025-08-30 10:18:10.024332,2025-08-30 13:06:10.024332,168,Medium,Monitoring,Unknown,Simulated cause for ML,9985,972523.41,No,17,55,53,6,232,14,Alert,Patch,2,8,SMS,No,2,4,No,,No,,None,Yes,Yes,46,58,No,Simulated note
d413f669-c61c-410b-8c56-efc1b8b8bc60,IBM,us-east-1,AI/ML,S3,2025-04-14 10:18:10.024357,2025-04-14 11:11:10.024357,53,Low,Monitoring,Security,Simulated cause for ML,42077,12073.14,Yes,37,49,15,59,114,17,Automated Monitoring,Rollback,7,12,PagerDuty,No,2,4,No,,Yes,,None,Yes,No,53,45,Yes,Simulated note
e8fa1b03-e95e-4bd8-89f6-8fb3deff6523,AWS,asia-southeast1,Database,RDS,2025-03-08 10:18:10.024382,2025-03-08 17:29:10.024382,431,High,Investigating,Unknown,Simulated cause for ML,44672,998813.23,Yes,8,59,24,54,114,11,Customer Report,Scale Up,3,35,Slack,Yes,5,4,No,,Yes,,Weather,No,Yes,94,70,Yes,Simulated note
678b6de0-2e17-4787-aab5-227a1382169c,AWS,us-east-1,Database,Cloud Functions,2025-05-10 10:18:10.024410,2025-05-10 16:20:10.024410,362,Low,Resolved,Network,Simulated cause for ML,87494,415594.27,No,57,64,61,57,221,12,Automated Monitoring,Scale Up,2,19,Email,No,5,4,No,,Yes,,None,Yes,Yes,27,80,Yes,Simulated note
0a013b57-9287-4bdf-a554-fc9377768afb,Oracle,us-east-1,Compute,EC2,2025-11-19 10:18:10.024444,2025-11-19 10:50:10.024444,32,Low,Resolved,Hardware,Simulated cause for ML,57695,917807.91,No,45,54,74,43,44,8,Automated Monitoring,Rollback,9,31,Slack,No,5,2,No,,Yes,,DDoS,No,No,87,16,No,Simulated note
8f773ae5-7cf3-4eee-87ea-f07871abd775,GCP,europe-west2,Storage,RDS,2025-10-05 10:18:10.024472,2025-10-05 14:49:10.024472,271,Medium,Monitoring,Software,Simulated cause for ML,2997,987494.07,No,37,28,66,15,155,7,Customer Report,Rollback,4,25,Slack,Yes,0,1,Yes,,No,,None,No,No,29,26,Yes,Simulated note
cc0bf037-e500-43d5-b9af-3b268a130a88,AWS,asia-southeast1,Networking,BigQuery,2025-05-21 10:18:10.024500,2025-05-21 20:24:10.024500,606,Critical,Investigating,Hardware,Simulated cause for ML,14035,628572.53,No,80,53,49,15,323,5,Automated Monitoring,Restart,1,55,Slack,Yes,2,3,Yes,,No,,Vendor,No,Yes,29,27,No,Simulated note
23dd11e1-7276-4a92-a158-e59c61700b53,Oracle,europe-west2,Networking,Lambda,2025-11-24 10:18:10.024522,2025-11-24 14:37:10.024522,259,Low,Monitoring,Security,Simulated cause for ML,77809,877965.6,No,53,6,70,40,157,20,Automated Monitoring,Restart,1,25,Email,No,5,3,No,,No,,None,No,No,40,74,No,Simulated note
a875bed3-a30c-42f1-9e14-71359b684396,IBM,asia-southeast1,Database,VPC,2025-08-30 10:18:10.024559,2025-08-30 10:31:10.024559,13,Medium,Investigating,Network,Simulated cause for ML,68531,329627.76,No,15,29,83,20,474,19,Automated Monitoring,Restart,6,53,SMS,No,1,2,Yes,,No,,Weather,Yes,No,47,98,No,Simulated note
4718e118-4026-43eb-a7a2-abce673695f5,GCP,europe-west2,Database,VPC,2025-11-18 10:18:10.024601,2025-11-18 12:38:10.024601,140,Critical,Monitoring,Software,Simulated cause for ML,81063,970195.75,No,93,25,55,12,247,16,Alert,Patch,3,44,PagerDuty,Yes,5,4,No,,No,,DDoS,Yes,No,35,70,No,Simulated note
6b776dc0-e321-4baa-8ab3-3239f2cb626d,Azure,europe-west2,AI/ML,BigQuery,2025-11-26 10:18:10.024639,2025-11-26 19:03:10.024639,525,Medium,Investigating,Unknown,Simulated cause for ML,23662,539915.67,No,79,88,74,20,112,12,Alert,Rollback,6,32,PagerDuty,No,3,1,No,,No,,None,Yes,No,97,45,Yes,Simulated note
7ceddd68-0357-454b-acf4-c1e315486f98,Azure,asia-southeast1,Compute,RDS,2025-06-20 10:18:10.024686,2025-06-20 21:29:10.024686,671,Low,Resolved,Network,Simulated cause for ML,111,672515.94,Yes,32,51,47,58,387,12,Automated Monitoring,Patch,10,27,PagerDuty,Yes,0,2,No,,No,,None,Yes,No,89,43,Yes,Simulated note
23408420-59b2-468c-8b83-f4d382a00b46,Azure,europe-west2,Compute,S3,2025-08-16 10:18:10.024721,2025-08-16 16:17:10.024721,359,Medium,Monitoring,Security,Simulated cause for ML,95083,308743.09,Yes,90,25,24,15,306,9,Alert,Rollback,2,54,PagerDuty,No,1,4,Yes,,Yes,,None,No,Yes,15,19,No,Simulated note
cd4db573-db3f-48e4-94af-1b4953493584,IBM,europe-west2,Database,BigQuery,2025-10-13 10:18:10.024751,2025-10-13 11:26:10.024751,68,Low,Investigating,Security,Simulated cause for ML,29962,419798.24,No,79,50,72,10,429,19,Customer Report,Patch,5,31,PagerDuty,No,5,5,Yes,,No,,DDoS,Yes,Yes,87,74,Yes,Simulated note
97cdf5e9-ca63-4143-821d-2c3bfdb3eda0,Oracle,europe-west2,Networking,Lambda,2026-02-08 10:18:10.024787,2026-02-08 11:58:10.024787,100,Low,Investigating,Network,Simulated cause for ML,71768,560924.2,Yes,11,58,10,9,195,7,Alert,Restart,7,38,SMS,No,4,1,No,,Yes,,Weather,No,Yes,81,12,No,Simulated note
f6c0a2f7-a26a-4b95-83aa-fe2f42446feb,Azure,us-west-2,AI/ML,VPC,2025-06-22 10:18:10.024833,2025-06-22 17:24:10.024833,426,Critical,Investigating,Software,Simulated cause for ML,8071,831069.86,Yes,20,24,86,14,127,17,Alert,Restart,7,34,Email,Yes,2,2,Yes,,Yes,,Weather,Yes,No,68,47,No,Simulated note
ab65453a-03de-41d2-ac56-d836c71aba73,GCP,asia-southeast1,Compute,Lambda,2025-06-22 10:18:10.024866,2025-06-22 21:29:10.024866,671,Critical,Investigating,Human Error,Simulated cause for ML,14965,217348.58,No,83,23,76,15,281,20,Customer Report,Scale Up,7,40,PagerDuty,Yes,1,3,Yes,,Yes,,None,No,Yes,81,18,No,Simulated note
00e3bba4-2ca3-4301-b823-74ee807c8861,Oracle,us-west-2,Networking,Cloud Functions,2026-01-29 10:18:10.024896,2026-01-29 15:56:10.024896,338,High,Resolved,Hardware,Simulated cause for ML,17899,500124.91,Yes,63,45,20,37,59,4,Alert,Patch,10,58,Email,Yes,4,3,Yes,,Yes,,None,No,No,10,94,Yes,Simulated note
01de3273-204f-4186-a2ef-4145a1fa30aa,IBM,us-east-1,Storage,VPC,2025-07-24 10:18:10.024922,2025-07-24 18:28:10.024922,490,Critical,Investigating,Human Error,Simulated cause for ML,7163,304486.6,No,26,16,14,11,368,4,Alert,Restart,10,60,PagerDuty,No,5,3,Yes,,Yes,,Vendor,No,No,13,24,No,Simulated note
09f7d442-3fbd-4380-a4ae-d378a1b53d10,Azure,us-west-2,Networking,RDS,2025-05-13 10:18:10.024956,2025-05-13 17:14:10.024956,416,High,Monitoring,Security,Simulated cause for ML,32667,739857.54,Yes,27,35,84,12,157,7,Alert,Rollback,3,13,Slack,No,0,4,No,,No,,Vendor,No,Yes,59,18,Yes,Simulated note
3577118b-12eb-4b4a-ae61-c718ec95a01f,IBM,europe-west2,Compute,S3,2025-09-27 10:18:10.024985,2025-09-27 15:11:10.024985,293,Medium,Monitoring,Hardware,Simulated cause for ML,69852,741021.83,No,1,58,79,22,169,14,Alert,Patch,9,45,Slack,Yes,1,1,Yes,,No,,DDoS,Yes,No,95,17,No,Simulated note
34e7b5df-513e-4c0e-9002-a70f123bd222,Oracle,asia-southeast1,AI/ML,S3,2025-11-09 10:18:10.025024,2025-11-09 12:51:10.025024,153,Medium,Investigating,Unknown,Simulated cause for ML,7072,830082.12,Yes,4,17,15,50,334,1,Customer Report,Scale Up,9,8,Email,Yes,4,2,Yes,,No,,Vendor,Yes,Yes,27,95,No,Simulated note
6667d95d-ff7b-44b3-84ab-30fa2a1614dc,AWS,us-west-2,Storage,S3,2025-09-26 10:18:10.025079,2025-09-26 15:30:10.025079,312,Low,Monitoring,Network,Simulated cause for ML,8328,579940.99,No,52,85,57,58,133,15,Customer Report,Restart,1,43,SMS,Yes,1,5,No,,Yes,,Vendor,Yes,No,45,55,No,Simulated note
dee97a32-d559-4845-90c5-091f2516f05b,Oracle,asia-southeast1,Networking,BigQuery,2026-01-07 10:18:10.025109,2026-01-07 19:17:10.025109,539,Medium,Monitoring,Security,Simulated cause for ML,18310,633343.7,No,19,66,19,23,388,9,Alert,Patch,10,10,SMS,Yes,4,1,Yes,,No,,None,No,Yes,100,47,No,Simulated note
cab90efc-70fd-4918-8b38-6bf79de86758,Oracle,asia-southeast1,Compute,Lambda,2025-05-02 10:18:10.025133,2025-05-02 19:12:10.025133,534,High,Monitoring,Hardware,Simulated cause for ML,39910,461498.06,Yes,49,19,7,47,382,19,Automated Monitoring,Patch,10,25,Slack,No,0,4,No,,Yes,,DDoS,No,No,13,40,Yes,Simulated note
